Description,Location,Price,Bedrooms,Bathrooms,Floor Area,Land Area,Region,Urbanicity
For Sale Pre Owned Well Maintained House and Lot BF Homes Parañaque City,"B.F. Homes Paranaque Metro Manila B.F. Homes, Paranaque",18000000.0,3.0,4.0,220.0,288.0,NCR,Urban
"Fully Furnished Bungalow House For Sale in BF Homes, Parañaque City","B.F. Homes, Paranaque",23000000.0,4.0,3.0,200.0,221.0,NCR,Urban
Townhouse for sale at Sunrise Alexa Subdivision Hills (Daisy Model),"Dely St Muntingdilaw, Antipolo",5002500.0,2.0,2.0,81.0,60.0,Region IV-A,Urban
"Amanda 2 Storey House & Lot for Sale in Governor's Hills, General Trias, Cavite","Biclatan, General Trias",8455880.0,4.0,2.0,167.0,154.0,Region IV-A,Urban
"Modern Industrial House with Spacious Attic For sale in Merville Park, Paranaque","Merville, Paranaque",60000000.0,4.0,5.0,627.0,306.0,NCR,Urban
"General Santos City, Foreclosed Residential – House and Lot -10093000000089","Lot I-14 (Block 16, Lot 14), Along Grenada Street, Camella Homes Phase 1 San Isidro, General Santos City",1970000.0,1.0,1.0,46.0,77.0,Region IV-A,Urban
3-BR Bungalow House For Sale w/ Rentable 4 Apartment Units & a 2-Bedroom House,"San Isidro, Paranaque",18000000.0,3.0,3.0,300.0,450.0,NCR,Urban
4 BR Modern Chic House & Lot for Sale in Upper Antipolo near Robinsons Antipolo,"Inarawan, Antipolo",15000000.0,4.0,3.0,170.0,127.0,Region IV-A,Urban
"Fully Furnished House and Lot for Sale in Canyon Woods near Tagaytay, Laurel","Tagaytay Nasugbu Hwy, 4213 Balayan, Philippines San Gregorio, Laurel",17000000.0,3.0,4.0,800.0,290.0,Region IV-A,Urban
"Barandal, Calamba City, Foreclosed Residential – House and Lot- 10001000012389","Block 9, Lot 23, Along Road Lot 4, Carmel Village Phase 2B Barandal, Calamba",1350000.0,1.0,1.0,48.0,80.0,Region IV-A,Urban
"For Sale: House and Lot in Camella Cabid-An, Sorsogon along Maharlika Highway","Cabid-An, Sorsogon Cabid-An, Sorsogon",6142000.0,3.0,2.0,66.0,88.0,Region V,Rural
"The 3-Bedroom Townhouse for Sale in Lancaster New City in Imus, Cavite","Alapan II-B, Imus",2666000.0,3.0,2.0,60.0,50.0,Region IV-A,Urban
"3 Bedroom Single Detached Unit at Elisa Homes in Bacoor, Cavite (St. Raphael)-Buyer","Molino-Paliparan Rd Molino IV, Bacoor",8000000.0,3.0,2.0,81.0,120.0,Region IV-A,Urban
Brand New Modern Industrial House and Lot For Sale in Kingsville Royale Antipolo,"Inarawan, Antipolo",15000000.0,4.0,3.0,258.0,180.0,Region IV-A,Urban
"House for Sale in Doña Pilar Sasa, Davao City","Dona Pilar Sasa, Davao City Sasa, Davao",16000000.0,5.0,4.0,167.0,152.0,Region XI,Urban
"800sqm 5BR Airy & Bright Modern House For Sale in Ayala Alabang, Muntinlupa City","Ayala Alabang, Muntinlupa",213000000.0,5.0,5.0,800.0,660.0,NCR,Urban
"Affordable and Good Quality House For Sale Here in Porac, Pampanga","Salu, Porac",869000.0,1.0,1.0,32.0,62.0,Region III,Urban
"6-Bedroom House and Lot For Sale in Royale Cebu Subdivision, Consolacion","Poblacion Occidental, Consolacion",22000000.0,6.0,5.0,400.0,394.0,Region VII,Urban
"3 Bedroom Single Attached House and Lot For Sale in Alaminos, Laguna","Brgy 3 Poblacion Alaminos Laguna Barangay III, Alaminos",6270000.0,3.0,2.0,77.0,140.0,Region IV-A,Urban
A 3 Bedroom House and Lot Available in Silang Cavite Near Tagaytay.,"Kalubkob, Silang",5781000.0,3.0,3.0,108.0,117.0,Region IV-A,Urban
"Jibao-An, Pavoa, Foreclosed Residential – House and Lot - 10080000000416","Lot 13 Block 17, Along road lot 22. Camella Lessandra A Jibao-An, Pavia",1300000.0,1.0,1.0,48.0,70.0,Region III,Urban
House and Lot for sale at Sunrise Alexa Subdivision Hills (Louvelle Model),"Dely St Muntingdilaw, Antipolo",7257800.0,3.0,2.0,93.0,155.0,Region IV-A,Urban
For Sale Pre-selling Modern Design Two (2) Storey Single House and Lot Las Piñas,"Talon Dos, Las Pinas",15800000.0,4.0,3.0,175.0,115.25,NCR,Urban
"2-Bedrooms Mikaela RFO Townhouse for Sale in Camella Aklan at Numancia, Aklan","Joyao-Joyao, Numancia",2959000.0,2.0,1.0,46.0,44.0,Region VI,Rural
"For Sale Ready For Occupancy 2 Bedrooms Rowhouse in Numancia, Aklan","Joyao-Joyao, Numancia, Western Visayas, Philippines Joyao-Joyao, Numancia",1969000.0,1.0,1.0,22.0,44.0,Region VI,Rural
"House & Lot for Sale in Kishanta Subd., Talisay, Cebu | 3 Bedroom","Lagtang, Talisay, Central Visayas, Philippines Lagtang, Talisay",13000000.0,3.0,2.0,172.0,150.0,Region VII,Urban
"Unfinished House and Lot for Sale in Concepcion Uno, Marikina","Concepcion Uno, Marikina",6500000.0,5.0,3.0,300.0,380.0,NCR,Urban
"Brand New Single Detached House for Sale in BF Resort, Las Piñas","Talon Uno, Las Pinas",15000000.0,4.0,4.0,220.0,111.0,NCR,Urban
2 Bedroom House and Lot Unit for Sale at White Plains Porac (Tangerine),"Salu, Porac",1227000.0,2.0,1.0,39.0,107.0,Region III,Urban
For Sale: 2 Storey Townhouse in Antipolo City w/ 3BR (nr Robinson’s Mall) PH2857,"Cupang, Antipolo",6560400.0,3.0,2.0,99.27,60.7,Region IV-A,Urban
"Fully Furnished House For Sale in Villa de Mercedes Subd. in Toril, Davao City","Toril, Davao",19500000.0,4.0,4.0,330.0,550.0,Region XI,Urban
2-Bedroom Single Firewall Ezabelle Unit House for sale in Camella Sorsogon - Pre-selling,"Camella Homes, Cabid-An, Sorsogon, Bicol, Philippines Cabid-An, Sorsogon",4340000.0,2.0,1.0,46.0,66.0,Region V,Rural
"5BR Multi-Level Modern House and Lot for Sale in Greenwoods Exec. Village,Cainta","San Andres, Cainta",26500000.0,5.0,5.0,350.0,150.0,Region IV-A,Urban
"Brandnew House and Lot for sale in Woodridge Subd Ma-a, Davao City","Ma-A, Davao",16000000.0,4.0,4.0,202.0,180.0,Region XI,Urban
House for Sale in Naic Cavite,"Timalan Balsahan, Naic",1600000.0,2.0,1.0,47.0,54.0,Region IV-A,Urban
House and lot for Sale Dasmarinas for as low as 12000 Monthly Thru Pag ibig,"Langkaan I, Dasmarinas",2068000.0,2.0,1.0,44.5,58.5,NCR,Urban
"4-Bedroom House and lot for sale in Molino III, Bacoor, Cavite RFO","Along Molino Road Molino III, Bacoor",8231063.0,4.0,3.0,98.0,131.0,Region IV-A,Urban
"House and Lot for Sale at SRE1 near Solenad, All Home, Nuvali. Santa Rosa City!","Don Jose, Santa Rosa",18000000.0,5.0,4.0,304.0,200.0,Region I,Rural
"Alyza Single Detached in Victoria South of Alabang, Muntinlupa","Tunasan, Muntinlupa",13000000.0,3.0,3.0,140.0,240.0,NCR,Urban
Charming and Cozy Feels Duplex House and Lot For Sale in Lower Antipolo,"Mayamot, Antipolo",13000000.0,4.0,3.0,144.0,120.0,Region IV-A,Urban
"For Sale Modern Design Corner Three (3) Storey Single Attached House, Las Piñas","Talon Dos, Las Pinas",15000000.0,5.0,4.0,240.0,122.0,NCR,Urban
House and Lot with Infinity Pool Brand New For Sale in Antipolo City,"Inarawan, Antipolo",50000000.0,4.0,5.0,495.0,521.0,Region IV-A,Urban
"Suntrust Verona 4 Bedroom House and Lot for Sale in Silang, Cavite,- Gisella","Hoyo, Silang",6546210.0,4.0,2.0,116.4,176.0,Region IV-A,Urban
"5BR Multi-Level Modern House and Lot for Sale in Greenwoods Exec. Village,Cainta","San Andres, Cainta",26500000.0,5.0,5.0,350.0,150.0,Region IV-A,Urban
"5 Bedroom Mansion for sale in Ayala Alabang Village, Muntinlupa","Ayala Alabang, Muntinlupa",900000000.0,5.0,5.0,1080.0,2571.0,NCR,Urban
Newly Renovated 3 Bedroom House for Sale in BF Homes Parañaque,"B.F. Homes, Paranaque",17800000.0,3.0,2.0,280.0,280.0,NCR,Urban
"Modern Contemporary House for sale in Greenwoods Pasig city near Taguig, Makati","San Miguel, Pasig",25000000.0,6.0,6.0,380.0,150.0,NCR,Urban
"3-Bedroom Townhouse For Sale in Lancris Premier, Don Bosco, Parañaque City","San Antonio, Paranaque, National Capital Region, Philippines Don Bosco, Paranaque",9488617.0,3.0,3.0,121.0,100.0,NCR,Urban
3 Bedroom Townhouse Unit for sale at Courtyards at Golden Horizon (Stefania),"Hugo Perez Rd Perez, Trece Martires",2110795.0,3.0,2.0,64.26,50.0,Region IV-A,Urban
Sale: 5 Bedrooms Brand New Townhouse in New Manila near Robinsons Magnolia,"New Manila, Quezon City",65000000.0,5.0,5.0,488.0,167.0,Region I,Rural
For Sale Brand New Modern Design Two (2) Storey Triplex House and Lot Parañaque,"Sun Valley, Paranaque, National Capital Region, Philippines Sun Valley, Paranaque",9200000.0,4.0,3.0,118.7,66.0,NCR,Urban
Single Attached House and Lot For Sale in Zabarte Subd. Quezon City,"Penguin St., Zabarte Subd., Quezon City Kaligayahan, Quezon City",5480000.0,3.0,2.0,94.38,60.0,NCR,Urban
"For Sale > 3 Bedroom House and Lot in Dasmariñas, Cavite inside FCIE Compound","Langkaan I, Dasmarinas",3200000.0,3.0,2.0,110.0,150.0,Region IV-A,Urban
Townhouse for sale at Sunrise Alexa Subdivision Hills (Jaden Model),"Dely St Muntingdilaw, Antipolo",5324500.0,2.0,2.0,88.0,60.0,Region IV-A,Urban
Brandnew house w pool im Mckinley Hill nr BGC Taguig,"McKinley Hill, Taguig",208000000.0,5.0,6.0,642.0,288.0,NCR,Urban
"House for Sale with Swimming Pool in Merville Park, Parañaque City","Merville, Paranaque",78000000.0,4.0,4.0,300.0,705.0,NCR,Urban
"Corner House and Lot with Basement in Sun Valley Residential Estate, Antipolo","Inarawan, Antipolo",68000000.0,7.0,7.0,884.0,523.0,Region IV-A,Urban
"Brand New House for Sale in South Forbes Villas,  near Ayala Westgrove Heights","Inchican, Silang",17990000.0,3.0,2.0,220.0,150.0,Region IV-A,Urban
"Fully Furnished House and Lot for Sale in Forbes Park, Makati","Forbes Park, Makati, National Capital Region, Philippines Forbes Park, Makati",2500000000.0,5.0,7.0,2100.0,1525.0,NCR,Urban
Valle Verde 2 Maintained House and Lot for Sale in Pasig City,"Valle Verde 2, Pasig",165000000.0,4.0,4.0,,509.0,NCR,Urban
Spacious 4 Bedroom with comfort room For Sale - House and Lot in Lapu-Lapu City,"Agus, Lapu-Lapu",9000000.0,4.0,5.0,156.0,150.0,Region VII,Urban
St Joseph Ridgeview 01/24 Update | Single Attached House for sale in San Pedro,"Langgam, San Pedro",2484027.0,1.0,1.0,26.0,84.0,Region IV-A,Urban
[05094-CEB-138] Townhouse for sale in Brgy Lahug at Cebu City Cebu,"Lot 74 G and F Wilson Street ( interior of Fulton Street ) Barangay Lahug Cebu City Cebu Lahug, Cebu",6500000.0,3.0,4.0,184.0,130.0,Region VII,Urban
Preselling 3 Bedroom 2 Carpark In Parang Marikina,"Parang, Marikina",6500000.0,3.0,2.0,81.0,88.81,NCR,Urban
Townhouse For Sale in North Fairview with 1 Car Garage and 3 Bedrooms. PH2594,"Fairview, Quezon City",6950000.0,3.0,3.0,96.0,60.0,NCR,Urban
"7 Bedroom House and Lot For Sale at Muntinlupa, Metro Manila","Alabang, Muntinlupa",63500000.0,7.0,7.0,700.0,460.0,NCR,Urban
elegant single detached house in bf resort village las pinas city,"TALON DOS BF RESORT Talon Dos, Las Pinas",15000000.0,4.0,3.0,210.0,111.0,NCR,Urban
"2 Bedroom House and Lot for Sale at Grand Royale in Malolos, Bulacan (Freya)","Bulihan, Malolos",3812480.0,2.0,2.0,52.0,96.0,Region III,Urban
4 Bedroom Stunning Pre-selling House and Lot For Sale in Paranaque City,"B.F. Homes, Paranaque",45000000.0,4.0,4.0,350.0,280.0,NCR,Urban
"Rent-to-Own 3 Bedroom in Sunny Homes, Padre Garcia, Batangas For Sale","Banaybanay, Padre Garcia",2300000.0,3.0,1.0,48.0,52.0,Region IV-A,Urban
2 Storey House and Lot with Spacious Garden in Baguio City,"Bakakeng North, Baguio",20000000.0,3.0,4.0,280.0,408.0,Region XIV,Rural
"For sale 3 Bedroom House with Swimming Pool, 4 Bathroom, Car Park, 1 Maidroom","Hibok-hibok, Block 20, Lot 12, Pulu Amsic Subdivision Amsic, Angeles",19900000.0,3.0,4.0,240.0,246.0,Region III,Urban
"For Sale > Single Detached corner House, St . Francis Homes XI, Biñan Laguna","St. Francis Homes XI, Binan Laguna Canlalay, Binan",9000000.0,5.0,3.0,280.0,279.0,Region IV-A,Urban
"Ready For Occupancy House and Lot for Sale in San Pablo, Laguna","San Vicente, San Pablo",3500000.0,3.0,2.0,57.44,80.0,Region IV-A,Urban
3 Bedrooms and 2 Car garage Townhouse For Sale in Antipolo City PH2885,"Antipolo, Calabarzon, Philippines San Roque, Antipolo",6503750.0,3.0,3.0,130.72,60.0,Region IV-A,Urban
"4 Bedroom Single Attached Unit for sale at Santevi in San Pablo, Laguna","Pan-Philippine Hwy San Vicente, San Pablo",3700000.0,4.0,2.0,85.0,74.0,Region IV-A,Urban
[04783-C-251] House & Lot for sale in Laguna Bel-Air 2 at Sta Rosa City Laguna,,6800000.0,4.0,3.0,187.17,137.0,Region IV-A,Urban
"3 Bedroom Townhouse Unit for sale at Santevi in San Pablo, Laguna","Pan-Philippine Hwy San Vicente, San Pablo",2600000.0,3.0,2.0,54.7,50.0,Region IV-A,Urban
RFO 2 Storey Townhouse For Sale w/ 4BR in Marikina Heights PH2886,"Panorama St, 1811 Marikina, Philippines Marikina Heights, Marikina",6600000.0,4.0,2.0,140.0,70.0,NCR,Urban
"For Sale: 3-BR Two-Storey House and Lot (San Fernando City, Pampanga)","Del Carmen, San Fernando",5000000.0,3.0,2.0,150.0,81.0,Region I,Rural
3 Bedroom House and Lot for Sale at Menzi New Town in Bukidnon (Kentisbury),"Damilag, Manolo Fortich",1700000.0,3.0,2.0,52.5,116.0,Region X,Urban
"Tungkop, Minglanilla, Foreclosed Residential – House and Lot - 10067000001707","Lot 12, Block 8, Along unnamed subd. road, Tungkop, Minglanilla",3200000.0,1.0,1.0,124.0,124.0,Region VII,Urban
"Mandalagan, Bacolod, Foreclosed Residential – House and Lot - 10088000000266","Lot 15 Block 4, Along Road Lot 4, Camella Pine Grove Phase 2 Mandalagan, Bacolod",3100000.0,1.0,1.0,83.0,91.0,Region VI,Rural
15M | House and Lot for Sale in Mayamot Antipolo City,"Mayamot, Antipolo",15000000.0,3.0,3.0,160.0,120.0,Region IV-A,Urban
"Two Storey RFO 3 Bedroom Duplex House for Sale in Hermosa, Bataan","Balsic, Hermosa",2100000.0,3.0,1.0,70.0,118.0,Region III,Urban
2 Bedroom House and Lot Unit for Sale at White Plains Porac (Jasmine),"Salu, Porac",1788000.0,2.0,1.0,44.0,107.0,Region III,Urban
Tagaytay Executive Semi-Furnished House For Sale near Fora Mall,"Olivarez Tagaytay San Jose, Tagaytay",14900000.0,5.0,7.0,350.0,264.0,Region IV-A,Urban
"2 Bedroom Siena Single Attached for sale at Paradisimo in Malainen Luma, Cavite","Malainen Luma, Naic",1815200.0,2.0,1.0,38.0,84.0,Region IV-A,Urban
"2 Bedroom End Unit Townhouse at Elisa Homes in Bacoor, Cavite (Canalily Model)-Investment","Molino-Paliparan Rd Molino IV, Bacoor",3697532.0,2.0,1.0,42.4,72.0,Region IV-A,Urban
"3 Bedroom Townhouse Unit at Marquina Residences in Antipolo, Rizal","Santan St Cupang, Antipolo",4150000.0,3.0,2.0,78.3,50.0,Region IV-A,Urban
"3-Bedroom House For Sale in Treelane Subdivision, Imus, Cavite","Carsadang Bago, Imus, Calabarzon, Philippines Carsadang Bago I, Imus",3200000.0,3.0,3.0,94.0,50.0,Region IV-A,Urban
BF Homes House for Sale Parañaque,"B.F. Homes, Paranaque",32500000.0,5.0,4.0,370.0,280.0,NCR,Urban
"Modern 4BR House and Lot for sale - Lindenwood, Muntinlupa City","Tunasan, Muntinlupa",50000000.0,4.0,4.0,475.0,338.0,NCR,Urban
"Duplex House For Sale in New Intramuros Village, Quezon City","Diliman, Quezon City",13000000.0,3.0,3.0,180.0,60.0,NCR,Urban
MODERN SCANDINAVIAN HOUSE IN ANGELES CITY,"Amsic, Angeles",12800000.0,4.0,4.0,128.0,150.0,Region III,Urban
3Story House and Lot for Sale in San Mateo Woodland Hills With view Deck,"Silangan, San Mateo",14000000.0,3.0,3.0,240.0,152.0,Region IV-A,Urban
"2 Bedroom House & Lot For Sale at Kohana Grove, Silang, Cavite","Sabutan, Silang",3500000.0,2.0,2.0,67.0,80.0,Region IV-A,Urban
"80 sqm Lot with 3 Bedrooms near Congressional, Quezon City","Congressional Avenue, Quezon City",10900000.0,3.0,1.0,140.0,80.0,NCR,Urban
4-Bedroom House with Garden for Sale at Orchard Golf and Country Club Dasmariñas,"Salitran I, Dasmarinas",35000000.0,4.0,4.0,301.0,491.0,Region IV-A,Urban
Beautiful well maintained House and Lot for sale in Camella Homes Silang,"Buho, Silang",8500000.0,3.0,3.0,120.0,108.0,Region IV-A,Urban
Prime Two Storey Fourplex 4 Bedroom For Sale along C6 Highway Taytay Rizal,"San Juan, Taytay",4700000.0,4.0,4.0,120.0,60.0,Region IV-A,Urban
"Single Detached Pre-owned House and Lot For Sale in Better Living, Paranaque","Don Bosco, Paranaque",15500000.0,4.0,3.0,260.0,200.0,NCR,Urban
"Brand New House and Lot for sale in Granville Subdivision, Davao City","Catalunan Pequeno, Davao",3000000.0,2.0,1.0,36.0,120.0,Region XI,Urban
"345 sqm Lot with 7 Bedrooms in Tokyo Mansions, Silang, Cavite","Inchican, Silang",39000000.0,7.0,4.0,300.0,345.0,Region IV-A,Urban
For Sale: Single Attached 3 bedrooms in Caloocan nr in SM Fairview with parking,"Saranay Road Bagumbong Caloocan City Bagumbong, Caloocan",4438000.0,3.0,2.0,72.0,80.0,NCR,Urban
"3 Bedroom Townhouse For Sale in Westdale Villas, Tanza via Cavitex","Punta I, Tanza",1690000.0,3.0,1.0,45.0,36.0,Region IV-A,Urban
"2-Storey Townhouse for sale in Rosario, Pasig City, Metro Manila","De Castro Ave, Pasig, Philippines Rosario, Pasig",7000000.0,3.0,3.0,110.0,73.0,NCR,Urban
"Fully Furnished House and lot For Sale in Taytay, Rizal near SM Taytay",Taytay,9000000.0,4.0,2.0,160.0,111.0,Region IV-A,Urban
Brand New Two-Storey Single Detached Modern House for sale in Parañaque,"B.F. Homes, Paranaque",24000000.0,3.0,3.0,290.0,204.0,NCR,Urban
"2 Bedroom, 2 Storey House and Lot for Sale in Alaminos Laguna (1st Class Subd.)","Barangay II, Alaminos",4433750.0,2.0,2.0,106.0,138.0,Region IV-A,Urban
2 Bedroom Single Attached Unit for sale at The Granary,"San Antonio Rd San Antonio, Binan",2750000.0,2.0,1.0,43.0,45.0,Region IV-A,Urban
[04851-BAC-159] House & Lot for sale in Brgy Taculing at Bacolod City Negros Occidental,"Lot 5 Block 10 Torquise Street City Heights Subdivision Barangay Taculing Bacolod City Negros Occidental Taculing, Bacolod",7000000.0,3.0,4.0,226.0,240.0,Region VI,Rural
"Rush Sale: Townhouse Unit in Vallejo Phase 3 Ext near Vermosa, Imus","Pasong Buaya II, Imus",3400000.0,2.0,1.0,80.0,57.5,Region IV-A,Urban
"3 Bedroom Townhouse Unit at Bloomfield Heights in Antipolo, Rizal (Inner)","C. Lawis Ext San Luis, Antipolo",4000000.0,3.0,2.0,80.0,48.0,Region IV-A,Urban
"4 Storey Semi Furnished Townhouse For Sale in Teachers Village, Quezon City","Teachers Village East, Quezon City",22600000.0,4.0,4.0,265.69,68.0,NCR,Urban
"Townhouse For Sale in Teachers Village, Quezon City near Araneta Center","Teachers Village East, Quezon City",16000000.0,3.0,3.0,175.0,67.0,NCR,Urban
New Townhouse For Sale - Exclusive Village in Pasig City,"Santa Lucia, Pasig",8530000.0,3.0,2.0,132.0,90.0,NCR,Urban
"Cara House & Lot 3 Bedroom with Balcony & Carport near Tagaytay for Sale, Silang","Biga I, Silang",7494000.0,3.0,2.0,66.0,121.0,Region IV-A,Urban
3 Bedroom House and Lot (Unna Regular) at Phirst Park Homes Calamba,"Kaunlaran Rd Palo-Alto, Calamba",4500505.0,3.0,2.0,54.0,96.0,Region IV-A,Urban
[04750-O-318] Townhouse for sale in Cuesta Verde Executive Village at Antipolo City Rizal,"Lot 10 Block 21 Coolidge Street Cuesta Verde Executive Village Phase 2 Barangay Dalig Antipolo City Rizal Dalig, Antipolo",5200000.0,6.0,6.0,192.72,157.0,Region IV-A,Urban
"The Villages at Lipa Single Attached 5 Bedroom House For Sale in Lipa, Batangas","Bugtong Na Pulo, Lipa",8365000.0,5.0,3.0,150.0,150.0,Region IV-A,Urban
"RFO 3 Bedroom Duplex Bungalow House and Lot for Sale in Balsic, Hermosa, Bataan","Balsic, Hermosa",1700000.0,3.0,1.0,40.0,70.0,Region III,Urban
"Batal, Santiago City, Foreclosed Residential – House and Lot - 10079700000101","Lot 14 Block 6, Road Lot 2, Ruby Drive, Camella Santiago City Batal, Santiago",3000000.0,1.0,1.0,90.0,119.0,Region I,Rural
"5 Bedroom Modern Tropical House and Lot For Sale in BF Homes, Paranaque City","B.F. Homes, Paranaque",36000000.0,5.0,4.0,250.0,204.0,NCR,Urban
"Fully Furnished House and Lot for Sale in an Exclusive Subdivision, Davao City","Buhangin, Davao",15900000.0,5.0,3.0,300.0,162.0,Region XI,Urban
"Abilay Norte, Oton, Foreclosed Residential – House and Lot - 10080000000179","Block 13 Lot 3, Along Road Lot 14, Savannah Glen D Camella Abilay Norte, Oton",2085000.0,1.0,1.0,,,Region VI,Rural
"4 Bedroom House and Lot for sale in General Trias, Cavite. near Tagaytay","Panungyanan, General Trias",4500000.0,4.0,2.0,81.0,100.0,Region IV-A,Urban
"Two-Storey House and Lot For Sale in Westwoods Grand Subdivision, Iloilo City","Dungon, Iloilo",8000000.0,4.0,3.0,240.0,212.0,Region I,Rural
"Newly Built 2-Storey House & Lot for Sale in Mandurriao, Iloilo City","Ana Ros Subdivision, Hibao-an Norte, Mandurriao Mandurriao, Iloilo",5500000.0,3.0,3.0,112.0,100.0,Region I,Rural
[03968-O-246] House & Lot for sale in Palmera Hills 2 at Taytay Rizal,"Lot 3 Block 3 PCS-04-002881 Diamond Street Palmera Hills 2 Barangay Dolores Taytay Dolores, Taytay",6800000.0,4.0,4.0,208.78,281.0,Region IV-A,Urban
[03673-C-175] House & Lot for sale in Jardin Leonila Subdivision at Los Baños Laguna,"Lots 5, 6, 7 & 8 Jardin Leonila Subdivision Barangay Maahas Los Banos Laguna Maahas, Los Banos",6643000.0,9.0,5.0,438.0,480.0,Region IV-A,Urban
"Barandal, Calamba City, Foreclosed Residential – House and Lot - 10001000012334","Lot 1 Blk 11, Road Lot 8 Corner Road Lot 2, Carmel Village Barandal, Calamba",1860000.0,1.0,1.0,48.0,159.0,Region IV-A,Urban
